created_at,id,user_id,user_name,url,text,media,label
2020-02-23 04:06:39+00:00,1231430140824973313,133931409,r0b1 sur1a (黄玉春),https://twitter.com/R0b1Sur1a/status/1231430140824973313,akhir juga terobos banjir,ERbrKgFU4AAnADb.jpg,0.0
2020-01-05 01:46:46+00:00,1213637932411580417,253063316,Beradaptasi di Era Pandemi ☀️,https://twitter.com/MarikaRahman_/status/1213637932411580417,kemekes ri idi banten ibi banten ppni banten tuju daerah isolasi putus akses banjir lebak banten kemenkesri pbidi,ENe1HUVUEAANLFT.jpg,0.0
2020-01-18 06:22:09+00:00,1218418277946396673,64318803,rywyu,https://twitter.com/rywyu/status/1218418277946396673,cikini rada banjir tdi pagi hingga gk tau apa udh surut ku putus gofoodindonesia bantu selamat gembel yg perut thnkyou buat bapak gofoodnya,EOiw80RU0AcJ4CI.jpg,0.0
2020-02-22 23:38:00+00:00,1231362534717837313,17383917,ICALIZERS,https://twitter.com/icalizers/status/1231362534717837313,sperma tt kala warga jakarta sedang prihatin banjir banjirjakarta banjirjakarta pulomas jakarta,ERatrt9UYAAtLMI.jpg,0.0
2019-12-17 10:54:31+00:00,1206890412574568449,3102973556,AN,https://twitter.com/lokbin103/status/1206890412574568449,kuis jakarta banjir parah hari tanya siapa yg salah gubernur kali a ahok b tri pupr c kad d warga jawab kirim po box dgn kode bukan banjir coba menang tiket gratis jalan monas,EL-8Z-vUcAIiIlV.jpg,0.0
2020-02-24 01:23:55+00:00,1231751577372774400,1222102181270052869,Rizkalovianita,https://twitter.com/rizkalovianita/status/1231751577372774400,banjir hari radioelshinta jokowi ridwankamil sarnasional bpbdbekasi bmsdakotabekasi,ERgPhLaWoAABqfJ.jpg,1.0
2020-02-25 01:44:48+00:00,1232119218474078209,841871718234877952,tomblok1806,https://twitter.com/PaulusSetiohut1/status/1232119218474078209,hmmmm banjir jilid bulan th sdh banjir lagu yg evakuasi si nero lt atas,ERld4yzXUAcEyTm.jpg,1.0
2020-01-11 08:17:40+00:00,1215910633972977664,1527244580,Mizan Amanah,https://twitter.com/mizanamanahorg/status/1215910633972977664,momen akhir pekan memang sangat indah apabila habis sama keluarga sanak saudara namun bagiamana korban sampai ini dampak banjir mereka habis,EN_IPwHU4AAilCc.jpg,0.0
2020-01-15 06:33:53+00:00,1217334067974172672,1373995759,FADLI.HZ,https://twitter.com/Fadli_HZ15/status/1217334067974172672,kunjung serah bantu korban bencana banjir desa tanda raja desa muara empayang kec kikim timur kab lahat tanggappascabencanalahat halimiskandarnu anwsanusi imansyukri taufikmadjid fachrilabalado sukoyokasekpro zella tppsumsel tpplahat,EOTW1zbUcAARhMh.jpg,0.0
2020-02-24 23:54:25+00:00,1232091442190811136,289218381,octadandy,https://twitter.com/octadandy/status/1232091442190811136,pagi hari kondisi sisa rintik hujan moga pompa aktif banjir cepat surut lokasi jl pondok jaya ix pela mampang mampang prapatan jakarta selatan sd cm banjirjakarta cc fyi tmcpoldametro,ERlElPeUUAAkJ0J.jpg,1.0
2020-02-24 04:54:55+00:00,1231804676607078400,1062109271410671617,Mak_Demplon,https://twitter.com/DemplonMak/status/1231804676607078400,pak aniesbaswedan kalo usul ye baik beton aspal apa yg nutupin tanah bumi jakarta bongkar biar air ujan lsg serap tanah tdk langgar sunatullah insyaallah tdk banjir lagih tp jadi buah laut teduh niestenggelamkandki,ERg_0TWUcAAYOPn.jpg,0.0
2020-01-02 06:06:15+00:00,1212616070776774656,852515839467061254,im,https://twitter.com/imronemong/status/1212616070776774656,ribut soal banjir nih gua orang betawi shohibul beit nya jakarta gua bilangin ame elu baru engeh ame jakarta jakarta mah emang kampung aer ade rawa sari rawa bunga rawa bokor ame rawa rawa laen nye dah nama nye rawa mah emang tempat aer,ENQT44VUwAUmHge.jpg,0.0
2020-01-08 15:57:39+00:00,1214939228112449541,2814608461,SULAIMAN_Cuwe,https://twitter.com/sulaimancuwe/status/1214939228112449541,suratsurat penting jadi korban banjir,ENxUvcEVAAAUW0w.jpg,0.0
2020-01-01 16:21:53+00:00,1212408614557638658,967754729848623105,trimis,https://twitter.com/trimis76222147/status/1212408614557638658,bukan lagi utk debat dlm ada musibah banjirbukan hotbahdhawah ceramahkita bantu bagai mana utk lang kerja nyata yg di tuntas bersamasama,ENNXNKyU8AAs9HA.jpg,0.0
2020-01-05 13:00:05+00:00,1213807381278162946,84529455,D.Christian,https://twitter.com/bnyo/status/1213807381278162946,makanya bruce jangan songong mentang org kayabanjir jkt plus lumpur bukan cuma aer,ENhPX27UYAM1KXw.jpg,0.0
2020-01-02 08:35:52+00:00,1212653725346496512,193663043,#1Indonesia,https://twitter.com/mercindonesia/status/1212653725346496512,tips cegah diare banjir banjirjakarta timmedismerc standbymedis,ENQ2IHgVAAAVV5S.jpg,0.0
